Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Details,Event Type,Location,Dining Option,Customer ID,Customer Name,Customer Reference ID,Unit,Count,Itemization Type,Fulfillment Note,Channel,Token,Card Brand,PAN Suffix
2025-06-11,07:13:54,Arizona,Espresso Basics,Latte,1.0,,,"Iced 24 oz, Vanilla, Whole, Caramel driz",US$7.00,US$0.00,US$7.00,US$0.39,4YkUFKQuaK3AhSWmSW8INr5eV,pgWAEeVE8Pu5X4PqAMOL2g5DvaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/4YkUFKQuaK3AhSWmSW8INr5eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,BBYPN4GBWJKTYO3JCNVABUAC,MasterCard,3386
2025-06-11,07:07:01,Arizona,Specialty Espresso,The Triple C,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,MmGkP5AsERxpNha4UD91K9yeV,1yAK0C0Qc7kF1siwHlvTDjSavaB,Square Terminal 4334,"Chocolate, Coconut, Caramel + topped with Coconut Cold foam & Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/MmGkP5AsERxpNha4UD91K9yeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,H58C1FAYYKJJH1PXSR3B0Q1ZKW,,,ea,1,Physical Good,,Toasted Bean Coffee,2AQGXW6H3FPWOTN5ZTAE2PGQ,Visa,3389
2025-06-11,07:06:12,Arizona,June specials,Banana puddin,1.0,Regular,,"Iced 24 oz, Whole",US$8.00,US$0.00,US$8.00,US$0.45,9ATMMFn0bJh1XCPX5f3e1KE0AZVZY,XvAP6dOFllylEygEHk3HGAOcU0RZY,Square Terminal 4334,"Latte with banana, white choco, brown sugar cinnamon, and sea salt with banana cold foam and graham cracker",https://app.squareup.com/dashboard/sales/transactions/9ATMMFn0bJh1XCPX5f3e1KE0AZVZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,XHHDSCWYN73V7JCYMJYCNCYJ,,
2025-06-11,06:56:31,Arizona,Non-coffee,Matcha Latte,1.0,Regular,,"Iced 24 oz, Whole, Vanilla CF",US$7.50,US$0.00,US$7.50,US$0.42,AAe6WwsmamdtXrvhG5kVy5meV,blE4CAMLLyaalFWwsJYUzqGruaB,Square Terminal 4334,Comes sweetened with vanilla unless specified,https://app.squareup.com/dashboard/sales/transactions/AAe6WwsmamdtXrvhG5kVy5meV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,QDPHO3A4RSZT5VAWBHDUE2IP,Discover,5313
2025-06-10,12:18:34,Arizona,June specials,Sour cactus punch,1.0,Regular,,1x pump base,US$6.00,US$0.00,US$6.00,US$0.34,dW43XICjDBKVa62POfaTYLNdCpHZY,H5L4smTGdFJmBuL2ezrn5dkZ9bSZY,Square Terminal 4334,Lemonade with sour candy syrup and a sour candy on top,https://app.squareup.com/dashboard/sales/transactions/dW43XICjDBKVa62POfaTYLNdCpHZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,RBK44BG3QX2KUDLIZHXBW3AH,,
2025-06-10,12:13:55,Arizona,June specials,Sour cactus punch,1.0,Regular,,1x pump base,US$6.00,-US$0.44,US$5.56,US$0.31,FUzuHTfkn694Uzi0uFpXZXNwS0bZY,9iszvIMZtHNGH7s8AOBAkEhxAZbZY,Square Terminal 4334,Lemonade with sour candy syrup and a sour candy on top,https://app.squareup.com/dashboard/sales/transactions/FUzuHTfkn694Uzi0uFpXZXNwS0bZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,RBK44BG3QX2KUDLIZHXBW3AH,,
2025-06-10,12:13:55,Arizona,Specialty Energy Drinks,Stardust,1.0,Regular,,,US$7.50,-US$0.56,US$6.94,US$0.39,FUzuHTfkn694Uzi0uFpXZXNwS0bZY,9iszvIMZtHNGH7s8AOBAkEhxAZbZY,Square Terminal 4334,Pink Base + Banana & Coconut + Edible Glitter + topped with Coconut Cold Foam & Edible Flowers,https://app.squareup.com/dashboard/sales/transactions/FUzuHTfkn694Uzi0uFpXZXNwS0bZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ALZN6J3VPV6LSUXAUYB6QZPY,,
2025-06-10,11:50:25,Arizona,Specialty Energy Drinks,East Valley,1.0,Regular,,,US$7.00,US$0.00,US$7.00,US$0.39,CdWvOI14Q5OHpx2O8IXT8k0eV,lM9KTLyu0xohSXOHE1wsLiy4vaB,Square Terminal 4334,SF Red base with cherry & lime,https://app.squareup.com/dashboard/sales/transactions/CdWvOI14Q5OHpx2O8IXT8k0eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,0FDTF4MD9P23M3FYDXWTP6XCB0,,,ea,1,Physical Good,,Toasted Bean Coffee,74FQGVDU4XBI7SEMKIQSEP2P,Visa,6988
2025-06-10,11:50:25,Arizona,June specials,Banana puddin,1.0,Regular,,"Iced 24 oz, Whole",US$8.00,US$0.00,US$8.00,US$0.45,CdWvOI14Q5OHpx2O8IXT8k0eV,lM9KTLyu0xohSXOHE1wsLiy4vaB,Square Terminal 4334,"Latte with banana, white choco, brown sugar cinnamon, and sea salt with banana cold foam and graham cracker",https://app.squareup.com/dashboard/sales/transactions/CdWvOI14Q5OHpx2O8IXT8k0eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,0FDTF4MD9P23M3FYDXWTP6XCB0,,,ea,1,Physical Good,,Toasted Bean Coffee,XHHDSCWYN73V7JCYMJYCNCYJ,Visa,6988
2025-06-10,11:26:54,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,-US$1.20,US$6.30,US$0.35,2LsJkyJ1sT0bY88Hzow8YOqeV,NScxD8q7G1dICLR5RGPmWPn4vaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/2LsJkyJ1sT0bY88Hzow8YOqeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,RYKM1R3MPQ5155696Y4FE25CGW,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,8296
2025-06-10,11:26:54,Arizona,Non-coffee,Arnold Palmer,1.0,Regular,,,US$5.00,-US$0.80,US$4.20,US$0.24,2LsJkyJ1sT0bY88Hzow8YOqeV,NScxD8q7G1dICLR5RGPmWPn4vaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/2LsJkyJ1sT0bY88Hzow8YOqeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,RYKM1R3MPQ5155696Y4FE25CGW,,,ea,1,Physical Good,,Toasted Bean Coffee,UQXOGDWIHVRKEB2OTR5W7FBD,Visa,8296
2025-06-10,11:21:11,Arizona,Non-coffee,Lemonade.,1.0,Regular,,,US$5.00,US$0.00,US$5.00,US$0.28,C5iSII55LTbPbLncseeGjmzeV,fjqkELmxgvm1IOH827EJ2M6vuaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/C5iSII55LTbPbLncseeGjmzeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,QK3BE4FFA5X7G3GN3R54CP6L,MasterCard,6135
2025-06-10,10:39:05,Arizona,Non-coffee,Arnold Palmer,1.0,Regular,,Lime,US$5.50,US$0.00,US$5.50,US$0.31,O7IC8jhmLAt8Fap7HOtHsfyeV,BcS894eln2xvBa9qhnLt1VbAuaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/O7IC8jhmLAt8Fap7HOtHsfyeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,XQGJS7FBHFYQK05Z2K7FJYXBD8,,,ea,1,Physical Good,,Toasted Bean Coffee,UQXOGDWIHVRKEB2OTR5W7FBD,Visa,2726
2025-06-10,10:39:05,Arizona,Specialty Espresso,The Triple C,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,O7IC8jhmLAt8Fap7HOtHsfyeV,BcS894eln2xvBa9qhnLt1VbAuaB,Square Terminal 4334,"Chocolate, Coconut, Caramel + topped with Coconut Cold foam & Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/O7IC8jhmLAt8Fap7HOtHsfyeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,XQGJS7FBHFYQK05Z2K7FJYXBD8,,,ea,1,Physical Good,,Toasted Bean Coffee,2AQGXW6H3FPWOTN5ZTAE2PGQ,Visa,2726
2025-06-10,10:30:41,Arizona,Espresso Basics,Espresso,1.0,Regular,,"Hot 16 oz, Whole",US$3.50,US$0.00,US$3.50,US$0.20,o2Z9DdBdOJzqxECRt35oYJfeV,RYuzAaz1VSSX9EjjHtOnzRafuaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/o2Z9DdBdOJzqxECRt35oYJfeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,RHVZ57GVG1EEVNBC10JASQDV90,,,ea,1,Physical Good,,Toasted Bean Coffee,5DLZUEVG32U4ULAYKR55LYCF,Visa,1132
2025-06-10,10:27:02,Arizona,June specials,Sour cactus punch,1.0,Regular,,Vanilla CF,US$7.00,US$0.00,US$7.00,US$0.39,fBzw645ncVzLOKUYAwUtAbfN6lSZY,xQwQTcytIitkK65BNVHiL60ubtSZY,Square Terminal 4334,Pump of energy ,https://app.squareup.com/dashboard/sales/transactions/fBzw645ncVzLOKUYAwUtAbfN6lSZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,RBK44BG3QX2KUDLIZHXBW3AH,,
2025-06-10,09:59:50,Arizona,June specials,Banana puddin,1.0,Regular,,"Iced 24 oz, Whole",US$8.00,US$0.00,US$8.00,US$0.45,IMYp8UFrAj4M462WgUnBX43eV,rZIJh5OHyLzs0K6KK7AJaVEKuaB,Square Terminal 4334,"Latte with banana, white choco, brown sugar cinnamon, and sea salt with banana cold foam and graham cracker",https://app.squareup.com/dashboard/sales/transactions/IMYp8UFrAj4M462WgUnBX43eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,XHHDSCWYN73V7JCYMJYCNCYJ,MasterCard,7398
2025-06-10,09:56:27,Arizona,Specialty Espresso,The Toasted Bean,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,Gvk0jsIaEodB53Ov2fpDHZ1eV,9eM2oqnwzvOZ5kkLnELqJNHwvaB,Square Terminal 4334,"White Chocolate, Dark Chocolate, Toffee Nut + Marshmallow around the cup + topped with Toasted Marshmallow & Graham Cracker Crumbs",https://app.squareup.com/dashboard/sales/transactions/Gvk0jsIaEodB53Ov2fpDHZ1eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,GLNYOLZQVEONR7YYMHXKG2VP,MasterCard,3618
2025-06-10,09:56:27,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,Gvk0jsIaEodB53Ov2fpDHZ1eV,9eM2oqnwzvOZ5kkLnELqJNHwvaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/Gvk0jsIaEodB53Ov2fpDHZ1eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,MasterCard,3618
2025-06-10,09:56:27,Arizona,Specialty Energy Drinks,Peachy Keen,1.0,Regular,,,US$7.00,US$0.00,US$7.00,US$0.39,Gvk0jsIaEodB53Ov2fpDHZ1eV,9eM2oqnwzvOZ5kkLnELqJNHwvaB,Square Terminal 4334,"Pink Base+ Peach, Passionfruit & Mango + Edible Glitter",https://app.squareup.com/dashboard/sales/transactions/Gvk0jsIaEodB53Ov2fpDHZ1eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,TBIDD3UIISMAGT4IXJUJ3BDG,MasterCard,3618
2025-06-10,09:53:32,Arizona,Espresso Basics,Latte,1.0,,,"Iced 24 oz, Caramel, Whole",US$6.50,US$0.00,US$6.50,US$0.36,yFkw3RNst6vKj5g9mswHo2oeV,dIPpwSBMw6fktuJZcFC56XfYuaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/yFkw3RNst6vKj5g9mswHo2oeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,C5QZ73AWE4WDT2VMXXY0W1FT0M,,,ea,1,Physical Good,,Toasted Bean Coffee,BBYPN4GBWJKTYO3JCNVABUAC,Visa,8462
2025-06-10,09:43:44,Arizona,Espresso Basics,Americano,1.0,Regular,,"Iced 24 oz, Caramel, Brown sugar cinnamon, Whole",US$6.00,US$0.00,US$6.00,US$0.34,efIVXCHInab6Rj6xTvfjzU3eV,VsXv85finfm6ypCv5G4S7hp0vaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/efIVXCHInab6Rj6xTvfjzU3eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,4PFC37GNA5QX0J73YD08DRA1F8,Osbaldo G,,ea,1,Physical Good,,Toasted Bean Coffee,ZVIJ6RCCAAWVDHOYXXN3NLXZ,Visa,3615
2025-06-10,09:43:44,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,efIVXCHInab6Rj6xTvfjzU3eV,VsXv85finfm6ypCv5G4S7hp0vaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/efIVXCHInab6Rj6xTvfjzU3eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,4PFC37GNA5QX0J73YD08DRA1F8,Osbaldo G,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,3615
2025-06-09,11:01:04,Arizona,June specials,Raspberry rush chai,1.0,Regular,,"Iced 24 oz, Whole",US$8.00,US$0.00,US$8.00,US$0.45,2jycHCNelGlMTlIR0Ci8OyxeV,zpYk4jWEuJCbvhgUJqhivD5JvaB,Square Terminal 4334,"Chai with raspberry, vanilla cold foam and edible flowers on top",https://app.squareup.com/dashboard/sales/transactions/2jycHCNelGlMTlIR0Ci8OyxeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,RGHF88N8C11M6A68X4A5DF5N1G,,,ea,1,Physical Good,,Toasted Bean Coffee,LJPYGYHBNK7N3H45PCJTZ3PP,Visa,3918
2025-06-09,10:41:11,Arizona,Espresso Basics,Americano,1.0,Regular,,"Hot 16 oz, Whole",US$5.00,US$0.00,US$5.00,US$0.28,rjLlKwFVRg57AUA9jp758pkowoQZY,ZUWxsuPhHqbEz52GPoyXLZmzs8DZY,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/rjLlKwFVRg57AUA9jp758pkowoQZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ZVIJ6RCCAAWVDHOYXXN3NLXZ,,
2025-06-09,10:40:18,Arizona,Espresso Basics,Latte,1.0,,,"Iced 24 oz, Brown sugar cinnamon, Maple pancake, Whole",US$7.00,US$0.00,US$7.00,US$0.39,mtf4ChVW9PSZRn89CbR3tIpeV,zpMoxhUYZLr0PPoin6q7WMLgvaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/mtf4ChVW9PSZRn89CbR3tIpeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,YXZB2QQFZEFWS277X9RVBHCAT0,,,ea,1,Physical Good,,Toasted Bean Coffee,BBYPN4GBWJKTYO3JCNVABUAC,Visa,1124
2025-06-09,10:39:42,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,oU6cskr4uLkr2IhWsm93Hd3eV,f1D8IJIX8VG9H4S9pCdGZZKmvaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/oU6cskr4uLkr2IhWsm93Hd3eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,9549
2025-06-09,10:31:32,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,8euYZIuNVWv7SPV9BqBbIbleV,Vgvg3cQhujhL6NinnsUho1RsuaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/8euYZIuNVWv7SPV9BqBbIbleV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Discover,9621
2025-06-09,10:31:32,Arizona,June specials,Sour cactus punch,1.0,Regular,,,US$6.00,US$0.00,US$6.00,US$0.34,8euYZIuNVWv7SPV9BqBbIbleV,Vgvg3cQhujhL6NinnsUho1RsuaB,Square Terminal 4334,Lemonade with sour candy syrup and a sour candy on top,https://app.squareup.com/dashboard/sales/transactions/8euYZIuNVWv7SPV9BqBbIbleV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,RBK44BG3QX2KUDLIZHXBW3AH,Discover,9621
2025-06-09,10:31:32,Arizona,Specialty Energy Drinks,Peachy Keen,1.0,Regular,,,US$7.00,US$0.00,US$7.00,US$0.39,8euYZIuNVWv7SPV9BqBbIbleV,Vgvg3cQhujhL6NinnsUho1RsuaB,Square Terminal 4334,Strawberry instead of peach ,https://app.squareup.com/dashboard/sales/transactions/8euYZIuNVWv7SPV9BqBbIbleV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,TBIDD3UIISMAGT4IXJUJ3BDG,Discover,9621
2025-06-09,10:11:52,Arizona,Espresso Basics,Americano,1.0,Regular,,"Hot 16 oz, Whole, Sugar in the RAW",US$5.00,US$0.00,US$5.00,US$0.28,jXBO2RuSiX4y7N3Wf1wmc5B1mLUZY,FcDpb85MsAhgVpVaYgH4w17nivXZY,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/jXBO2RuSiX4y7N3Wf1wmc5B1mLUZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ZVIJ6RCCAAWVDHOYXXN3NLXZ,,
2025-06-09,10:08:23,Arizona,June specials,Banana puddin,1.0,Regular,,"Iced 24 oz, Whole",US$8.00,US$0.00,US$8.00,US$0.45,wudinZUUau3n6HAJ9R2S5p3eV,504IjXz1JKkYA5QQ7HW65JrpuaB,Square Terminal 4334,"Latte with banana, white choco, brown sugar cinnamon, and sea salt with banana cold foam and graham cracker",https://app.squareup.com/dashboard/sales/transactions/wudinZUUau3n6HAJ9R2S5p3eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,XHHDSCWYN73V7JCYMJYCNCYJ,MasterCard,2708
2025-06-09,09:56:53,Arizona,Specialty Espresso,The Toasted Bean,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,q5GR6TdOive5dhlGC16Twq6eV,jbds2DtUd7PbZZ6AxZTOQp7NuaB,Square Terminal 4334,"White Chocolate, Dark Chocolate, Toffee Nut + Marshmallow around the cup + topped with Toasted Marshmallow & Graham Cracker Crumbs",https://app.squareup.com/dashboard/sales/transactions/q5GR6TdOive5dhlGC16Twq6eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,GLNYOLZQVEONR7YYMHXKG2VP,Visa,603
2025-06-09,09:51:07,Arizona,June specials,Banana puddin,1.0,Regular,,"Iced 24 oz, Whole",US$8.00,US$0.00,US$8.00,US$0.45,QibuCX6UiHzPFeis5TvWblqeV,nJbUEzgaIULTkd5FM5NXs6fLvaB,Square Terminal 4334,"Latte with banana, white choco, brown sugar cinnamon, and sea salt with banana cold foam and graham cracker",https://app.squareup.com/dashboard/sales/transactions/QibuCX6UiHzPFeis5TvWblqeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,A90DS5QVCE4093G0VJKMHE0VQ0,Michael Conway,,ea,1,Physical Good,,Toasted Bean Coffee,XHHDSCWYN73V7JCYMJYCNCYJ,Visa,327
2025-06-09,09:47:22,Arizona,Espresso Basics,Latte,1.0,,,"Iced 24 oz, Vanilla, Whole, Caramel driz",US$7.00,US$0.00,US$7.00,US$0.39,IYeHF30T8jAjRXOKf79nbEpeV,B42VEsYHK7uhGoQXOOpSFNfTuaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/IYeHF30T8jAjRXOKf79nbEpeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,BBYPN4GBWJKTYO3JCNVABUAC,Visa,1109
2025-06-09,09:37:07,Arizona,Non-coffee,Matcha Latte,1.0,Regular,,"Iced 24 oz, Whole, (Any other flavor type it in the notes)",US$7.50,US$0.00,US$7.50,US$0.42,gmZGQsIUKGi08DYxs1QTFWxeV,No1iu3e6XWKfRJGO2c7sAFyWvaB,Square Terminal 4334,Banana and white choco cf,https://app.squareup.com/dashboard/sales/transactions/gmZGQsIUKGi08DYxs1QTFWxeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,QDPHO3A4RSZT5VAWBHDUE2IP,Visa,1402
2025-06-09,09:37:07,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,gmZGQsIUKGi08DYxs1QTFWxeV,No1iu3e6XWKfRJGO2c7sAFyWvaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/gmZGQsIUKGi08DYxs1QTFWxeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,1402
2025-06-09,08:58:33,Arizona,June specials,Sour cactus punch,1.0,Regular,,,US$6.00,US$0.00,US$6.00,US$0.33,e9vTS5cMA6ANPVCvHU2V99reV,lyyBCZShpEZ2ujCGCE8hadBKvaB,Square Terminal 4334,With half and half ,https://app.squareup.com/dashboard/sales/transactions/e9vTS5cMA6ANPVCvHU2V99reV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,RBK44BG3QX2KUDLIZHXBW3AH,Visa,5296
2025-06-09,08:58:33,Arizona,Non-coffee,Lemonade.,1.0,Regular,,"Strawberry, 1/2 sweet",US$5.50,US$0.00,US$5.50,US$0.31,e9vTS5cMA6ANPVCvHU2V99reV,lyyBCZShpEZ2ujCGCE8hadBKvaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/e9vTS5cMA6ANPVCvHU2V99reV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,QK3BE4FFA5X7G3GN3R54CP6L,Visa,5296
2025-06-09,08:55:52,Arizona,Specialty Espresso,The Triple C,1.0,Regular,,"Iced 24 oz, White chocolate, Whole",US$8.00,US$0.00,US$8.00,US$0.45,5UI9uvdLTdzNhcRDWE1ZP8RMdIVZY,Be1Pk7sdJ4x3UVSOkefQK3orVDDZY,Square Terminal 4334,"Chocolate, Coconut, Caramel + topped with Coconut Cold foam & Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/5UI9uvdLTdzNhcRDWE1ZP8RMdIVZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,2AQGXW6H3FPWOTN5ZTAE2PGQ,,
2025-06-09,08:55:30,Arizona,None,Custom Amount,1.0,,,,US$4.00,US$0.00,US$4.00,US$0.22,XJRQa7zIcrrpAhGDpF7wTyKy7W9YY,RMct8slxYIbZANOnGsS6RT4DDH7YY,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/XJRQa7zIcrrpAhGDpF7wTyKy7W9YY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,,,Toasted Bean Coffee,,,
2025-06-09,08:49:50,Arizona,Specialty Energy Drinks,East Valley,1.0,Regular,,,US$7.00,US$0.00,US$7.00,US$0.39,2RFO3RNFjf060AfovX7bXyqeV,fJDZvmxWdlnYmo2UWJ53SXGcuaB,Square Terminal 4334,SF Red base with cherry & lime,https://app.squareup.com/dashboard/sales/transactions/2RFO3RNFjf060AfovX7bXyqeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,74FQGVDU4XBI7SEMKIQSEP2P,Visa,5228
2025-06-09,08:49:50,Arizona,Specialty Energy Drinks,Peachy Keen,1.0,Regular,,,US$7.00,US$0.00,US$7.00,US$0.39,2RFO3RNFjf060AfovX7bXyqeV,fJDZvmxWdlnYmo2UWJ53SXGcuaB,Square Terminal 4334,"Pink Base+ Peach, Passionfruit & Mango + Edible Glitter",https://app.squareup.com/dashboard/sales/transactions/2RFO3RNFjf060AfovX7bXyqeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,TBIDD3UIISMAGT4IXJUJ3BDG,Visa,5228
